編號,縣市,所在轄區,X坐標,Y坐標,公園名稱,里別,面積公頃,類別,座落位置,管理單位,使用分區,附註,使用告示牌1,搖搖椅,搖搖樂,攀岩牆,旋轉地球,鐵馬搖椅,雙座潛艇滑軌,天梯爬梯,鏡子護欄,泡泡窗,方向盤,螺旋滑梯,海底峽谷爬梯,彈力蹺蹺板,蹺蹺板,攀爬梯網狀爬架,盪鞦韆,溜滑梯,吊橋,親子木樁,沙坑,大型兒童遊具,中型兒童遊具,小型兒童遊具,轉轉拼圖,其他遊樂設施,使用告示牌2,單槓引體向上,雙槓,高低槓,平行槓平行桿,三人扭腰器長,三人扭腰器圓轉腰器,平步機,伸腰伸臂架腰腹訓練器,壓腿器,太空漫步機雙人漫步機,肩關節康復器大轉輪,腰背按摩器,上肢牽引器,腹肌架腹肌運動,太極揉推器,平衡木,撐體向上,跳躍運動,仰臥舉腿,上下階運動,左右側跳,伏地挺身,俯前坐,腿筋伸展,衝浪板雙人浪板,吊環,雙向爬梯,天梯雲梯,滑輪吊環,滾背伸展,仰臥起坐,垂直爬梯,划船器,其他體健設施,石椅,靠背石椅,木椅,靠背木椅,鋁椅,靠背鋁椅,塑鋼椅,靠背塑鋼椅,白鐵椅,靠背白鐵椅,白鐵管椅,靠背白鐵管椅,玻璃椅,其他休憩設施,對奕石桌椅1:2,對奕石桌椅1:4,熄菸筒,石桌椅1:4,野餐桌椅,其他,木製涼亭,涼亭,瞭望台,花架,景觀壁燈,燈箱,高燈,矮燈,地底燈,橋樑,水龍頭1,電源開關箱,身障斜坡,身障扶手,P型身障扶手,C101,舞台,籃球場,網球場,羽球場,溜冰場,排球場,舉重館,槌球場,客家文化館,寵物新樂園沙坑,噴水池,管理單位說明,違規罰鍰,使用注意事項,公布欄,好望角,自行車路線圖,指示標誌,健康步道,垃圾桶1,腳踏車架,腳踏車停車位,機車停車位,汽車停車位,殘障停車位,遊覽車停車位,擋車阻,公廁,移動式廁間,便器蹲式1,便器坐式1,沖水器腳踏式1,沖水器水箱型1,垃圾桶2,門1,標誌1,XA8身障扶手,身障間洗手台2,小便區2,小便斗2,噴水器按押式2,噴水器感應式2,XB4身障扶手,煙蒂盒2,洗手台區2,鏡1,水槽1,水龍頭2,給皂盒1,衛生紙盒1,垃圾桶3,XC7身障扶手,便器蹲式2,便器坐式2,沖水器腳踏式2,沖水器水箱型2,垃圾桶4,門2,標誌2,YA8身障扶手,身障間洗手台1,小便區1,小便斗1,噴水器按押式1,噴水器感應式1,YB4身障扶手,煙蒂盒1,洗手台區1,鏡2,水槽2,水龍頭3,給皂盒2,衛生紙盒2,垃圾桶5,YC7身障扶手,門3,窗,照明燈,空調抽風機,洗腳池,台電電箱數量,台電電箱面積m2,中華電信設備箱數量,中華電信設備箱面積m2,欣南瓦斯設備箱數量,欣南瓦斯設備箱面積m2,第四台業者設備箱數量,第四台業者設備箱面積m2,C195,C196,C197,C198,C199,公園全景
208,臺南市,安南區,166733.17,2547565.22,海佃休閒公園(公兒12),海佃里,0.3494,鄰里公園,郡安路6段55巷及國安街156巷198弄交叉口,安南區公所,鄰里,,,,2,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,3,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,5,,13,,,,,,,,,,,,,,,,,,,,1,,,,15,,,,,1,1,,,,,,,,,,,,,,,,3,,,,,,,,,,22,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
209,臺南市,安南區,164014.36,2551758.31,公塭里休憩公園(公兒3),公塭里,0.2727,鄰里公園,育英街前(興國大學旁),安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,1,,,,,,,,11,2,,,2,1,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
210,臺南市,安南區,167929.08,2548936.29,梅花友愛公園,梅花里,0.291,鄰里公園,,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,2,1,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,1
211,臺南市,安南區,167971.36,2548908.7,梅花安中公園,梅花里,0.3641,鄰里公園,,安南區公所,鄰里,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,2,,,1,,,,,,,,,,1,,,,,,,1,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,22,,,,2,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.3,,,,,,,,,,1
212,臺南市,安南區,168256,2548648.45,梅花北安公園(綠1),梅花里,0.0419,鄰里公園,,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,6,,,,,,,,,,2,,,,,,,,,,,3,,,,2,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7.6,,,,,,,,,,,,1
213,臺南市,安南區,167625.56,2549097.65,草湖寮社區公園,梅花里,0.12,鄰里公園,安中路一段699巷後面梅花公園旁,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,2,,,,,,,,,9,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
214,臺南市,安南區,160209.41,2548581.15,媽祖宮公園(宗專7),鹿耳里,0.8929,鄰里公園,媽祖宮一街136號,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,13,,,,,,,,,6,,,1,,,,,10,2,,2,8,,,,,,,,,,,,,,,,,1,2,,1,,1,,,14,,,,,,,,1,,1,1,,2,2,4,1,,,2,4,,,,,1,,5,5,,1,2,,2,2,,4,4,5,1,,,,,,,,,1,,5,5,,1,4,,1,,,,,,,,,,,,,,,,,,1
215,臺南市,安南區,171631.66,2551989.07,和館段公兒2,東和里,0.2631,鄰里公園,博館路與博和路交叉口,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35.9936,,,,,,,,,,,,1
216,臺南市,安南區,165723.94,2551467.97,溝南厝紀念公園(公兒7),佃東里,0.25,鄰里公園,海佃路四段388巷2弄旁,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,2,,,,,1,1,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,7,,,,,,,,,,,,1,,,,,,,,,5,,,,4,1,,,,,,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
217,臺南市,安南區,167348.83,2551940.43,長安社區親水公園(鎮安段公兒4),長安里,0.4709,鄰里公園,長溪街3段405巷40弄,安南區公所,鄰里,,1,,4,,,,,,,,,,,1,,,1,,,,,,,1,,,1,,,,,1,,,1,,2,,,,,,,,,,2,2,,,,,,,,,,,,,,5,,13,8,,,,,,,,,,,,2,,,,,,1,,,,,16,6,,1,3,2,1,,,,,1,,,,,,,,,,1,1,1,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
218,臺南市,安南區,171179.46,2550274.03,館前公園(綠22、綠22-1),東和里,0.1734,鄰里公園,長和路1段(河道產業道路),安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,7,,,,5,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
219,臺南市,安南區,170889.09,2550325.5,五塊寮慶和公園(綠23),東和里,0.4154,鄰里公園,長和路2段(河道產業道路),安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.68,,,,,,,,,,,,1
220,臺南市,安南區,166397.13,2548735.11,大道公園(朝皇段公兒19),海西里,0.5607,鄰里公園,海環街,安南區公所,鄰里,,,,3,,,,,,,,,,,,1,,1,,,,,,1,,,,1,,,1,,1,2,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,5,,,,,,,,,,,16,4,,,6,1,1,,5,,,,,,,,,,,,,,4,,,,,,,2,1,5,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
221,臺南市,安南區,166924.92,2548022.3,海東公園(公兒5),海東里,0.2837,鄰里公園,海東3街與海東街口,安南區公所,鄰里,,,,3,,,,,,,,,,,,1,,,,,,,,1,,,,2,,,,,3,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,4,1,5,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.86,,,,,,,,,,,,1
222,臺南市,安南區,167005.9,2547819.08,安通公園(公1),海東里,0.5399,鄰里公園,安通路六段與海佃路二段口,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,,,,,,,,,,,,1
223,臺南市,安南區,166904.95,2547802.92,海德公園(公兒4),海東里,0.3693,鄰里公園,海東七街,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,5,,,,,,,1,,,,12,,,,12,1,6,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224,臺南市,安南區,169412.77,2548271.42,安東里公兒16,安東里,0.3188,鄰里公園,安和路1段478巷2弄,安南區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,3,,4,,,,,,10,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
225,臺南市,北區,168633.529,2546785.172,中壇公園,,0.1607,鄰里公園,台南市北區北安路一段346號,北區區公所,鄰里公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
226,臺南市,北區,169302.35,2544623.34,台南公園,公園里,14.63,區域公園,公園路、公園南路、公園北路、北門路,公園管理一科,大型,,,,6,,,,,,,,,,,2,,6,5,,,,,,,3,,,1,1,2,1,,14,1,,,9,9,2,4,3,1,1,,1,,,,,,,4,,,,,,4,1,,,,225,,41,27,,40,,,,,,,,,,43,,12,4,,10,11,1,,,3,132,,,10,40,6,4,,,,1,,,3,1,8,,,,,,,5,11,,,2,6,1,40,23,,7,15,,,,3,7,5,4,3,5,3,8,7,3,,,14,4,11,3,,,3,2,6,2,3,1,1,15,3,15,2,15,15,11,3,,,,,,,,,3,2,5,2,2,2,2,,,,,,3,7.16,,,,,,,,,,,,1
227,臺南市,北區,170545.19,2544656.92,小東公園(公5),東興里,4,區域公園,林森路三段、小東路口,公園管理一科,大型,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,,,,,1,,1,1,,1,,,1,,,,1,,,,,,,,1,,,,1,,,11,,8,,,,,19,,,,,,,,,,,,,,1,,,,,37,,,,,2,2,,1,,,,,,1,,,,,1,,,3,3,,,,2,,1,1,,,,,,,1,,,1,,1,1,1,2,,,,2,2,,,,,2,1,1,1,,,,,2,,2,2,2,2,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1
228,臺南市,北區,170363.21,2545332.31,開元振興公園(公兒10),振興里,3.3,區域公園,林森路、開南街口,公園管理一科,大型,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,3,1,1,1,1,3,1,2,3,,,,,,,,,,,,2,,1,,1,1,,,,,14,,26,,,5,,,,,,,,,6,,,,,,,,,,,,34,,,,4,1,1,,,,1,1,,4,1,,,,,1,,2,,1,,,,,,2,,,5,,,,,1,,1,1,,2,2,2,3,,,,4,4,,,,,2,1,2,2,,,,4,1,,5,5,5,7,1,,,,,,,,,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,1
229,臺南市,北區,167879.98,2544849.77,連雅堂紀念公園,安民里,0.98,區域公園,海安路、臨安路、公園南路口,公園管理一科,大型,,1,2,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,2,1,,1,,2,1,1,,,,,,,,,,,,,,,,,,,,,,1,18,17,,,,,,,,,,,,,6,3,1,1,,,,,,,,1,20,,,1,5,1,,2,,,,,,,,,,,,,,1,2,3,2,,,,,1,5,,,,,,,,,2,,,2,2,2,1,,,,2,2,,,,,1,1,1,1,,1,,3,,,3,3,3,1,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1
230,臺南市,北區,170460.53,2545919.4,元寶桂花公園,元寶里,1.1417,區域公園,北園街114巷底南側(北園公園對面),公園管理一科,大型,,1,,4,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,2,,2,,,3,2,3,,,1,,1,,,,,,,,,,1,,,,,2,,,,,21,,,,,,,,,,,,,,,1,5,,,,,,,,,,12,,,,6,1,,,1,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
231,臺南市,北區,170005.59,2546037.1,永祥公園,永祥里,1.8,區域公園,實踐街,公園管理一科,大型,,1,5,3,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,4,,,1,2,3,,1,2,,1,,,,,,,,,,2,,,,,3,,,,3,8,,11,,,7,,,,,,,,,,,,,,,,,,,,,35,,,,,1,,,,,,1,,,,,,,,,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
232,臺南市,北區,169940.23,2545487.94,長榮公園(富台段公兒38),長榮里,0.8695,區域公園,開元路249巷(近長榮路口),公園管理一科,大型,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,2,1,,3,,1,,,1,,,,,,,,,,,,,,,,,,,,,,29,,19,,,,,,,,,,,,2,,,,2,,,,,,,,14,,,,6,1,,,1,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
233,臺南市,北區,169204.377,2545355.667,興北公園,興北里,0.1746,,公園路634巷,北區區公所,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,102400,,,,,,,,,,,,1
234,臺南市,北區,171306.35,2544450.59,東興綠邑公園(公兒6),東興里,0.12,,東興路二段尾,北區區公所,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,10,,,,6,,,,,,,,2,,2,,,,,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
235,臺南市,北區,168322.95,2546826.01,華德公園(成德里公兒4-2),成德里,0.2844,,中華北路2段196號旁,北區區公所,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,3,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
236,臺南市,北區,168240.67,2545985.36,福德公園,成德里,0.547,,文成路、育德三街,北區區公所,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,2,1,,,,,,,,,,10,,,,10,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
237,臺南市,北區,167335.64,2545826.08,大興公園,大豐里,0.2997,,文賢路與大興街口(特力屋對面),北區區公所,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,2,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,2,,,,,,,,8,2,,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
238,臺南市,北區,170814.28,2544672.45,豐興公園(公兒5),東興里,0.2,鄰里公園,東豐路尾(桌球館斜對面),北區區公所,鄰里,,2,,6,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,7,,,3,,5,,,,,,,,,,1,,,,,,,,,,,7,,,,3,2,,,1,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
239,臺南市,北區,170468.75,2545962.1,北園公園,元寶里,0.66,鄰里公園,北園街114巷,北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,6,,,,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
240,臺南市,北區,169738.12,2546130.22,小康公園,小康里,0.51,鄰里公園,實踐街(小康里文康中心旁),北區區公所,鄰里,,,6,2,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,2,,,1,3,1,,,1,1,,,,,,,,,,4,1,,,,,2,1,,,,,,6,,,8,,,,,,,,,,2,,,4,,,,,,,,9,8,,,5,,,,3,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20000,,,,,,,,,,,,1
241,臺南市,北區,168935.49,2545623.01,六甲公園,六甲里,0.2,鄰里公園,西門路四段200巷內(東帝士對面),北區區公所,鄰里,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,5,,,1,,,,1,4,,,,4,1,,,,,,,,,,,,,,,,1,,,3,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12000,,,,,,,,,,,,1
242,臺南市,北區,168969.15,2546427.49,北安公園,成功里,0.1965,鄰里公園,北安路一段142巷27號,北區區公所,鄰里,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,1,,,1,,1,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,6,,,6,,,,,,,,,,,,1,,,1,,,,,,10,,,,4,1,,,1,,,,,,,,,,,,,1,1,,1,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
243,臺南市,北區,168988.216,2546844.761,成功公園,成功里,0.2679,鄰里公園,北成路128巷55號前,北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,1,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,6,,,,,7,,,,,,,,,,2,,,1,,,,,,,,10,,,,6,1,,,,,,,,,,,,,,,,1,3,,1,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7800,,,,,,1
244,臺南市,北區,169108.53,2546611.9,北成公園,成功里,0.191,鄰里公園,北成路38巷2號前,北區區公所,鄰里,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,1,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,2,,,4,,9,,,,,,,,,,,,,1,,,,,,,1,7,,,,5,1,,,,,,,,,,,,,,,,1,2,,1,,,,,1,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20000,,,,,,,,,,,,1
245,臺南市,北區,168228.86,2545019.52,立人公園,和順里,0.1,鄰里公園,臨安路尾(大潤發量販店邊),北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,6,,,,,1,,,,,,1,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15000,,,,,,,,,,,,1
246,臺南市,北區,168551.15,2559920.34,希望公園,成德里,0.78,鄰里公園,文成一路-育德街(和緯賓館邊),北區區公所,鄰里,,,,3,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,10,,,4,,7,,,,,,,,,,1,,2,,,,,,,,1,39,,,,4,1,6,,1,,,,,,,,,,,,,1,2,,1,,,,1,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,1.3,,,,,,,,,,1
247,臺南市,北區,168674.09,2546098.4,成德公園,成德里,0.63,鄰里公園,文成一路&育賢街,北區區公所,鄰里,,1,,,,,,,,,,,,,1,,1,,,,,,1,,,,1,,,,1,,2,,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,14,,,11,,,,,,,,,,4,,,,,,,,,,,11,2,,,2,1,,,12,,,,,,,,,,,,,1,4,1,2,,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.5,,,,,,,,,,,,1
248,臺南市,北區,168544.36,2546750.39,鄭子寮公園,成德里,0.38,鄰里公園,北安路一段(北安橋南側),北區區公所,鄰里,,1,,1,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,9,,13,,,,,,,,,,,,,,,,,,,,,,,,19,,,,4,1,7,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,73000,,,,,,,,,,,,1
249,臺南市,北區,167790.18,2546350.51,文靈公園,文元里,0.36,鄰里公園,文賢路1122巷&文賢二街(文靈宮旁),北區區公所,鄰里,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,2,,,,,,,,,,1,19,,,,3,1,4,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84000,,,,,,,,,,,,1
250,臺南市,北區,167576.62,2545877.36,文成公園,文元里,0.18,鄰里公園,文成路&750巷口,北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,5,,2,,,,,,,,,,1,,,,,1,,,,,,6,,,,4,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251,臺南市,北區,166807.92,2545866.54,大港公園,大港里,0.48,鄰里公園,大興街192巷,北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,18,2,,,,,,,,,,,,,,2,,,,1,,,,,8,,,,9,1,,,3,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
